,tweet,label,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
237,rt yusufdumdum terima kasih pak basuki dan kemenpu yang sudah kerja keras menguras banjir di underpass kemayorannnsaat banjir gabeneru,0,"['rt', 'yusufdumdum', 'terima', 'kasih', 'pak', 'basuki', 'dan', 'kemenpu', 'yang', 'sudah', 'kerja', 'keras', 'menguras', 'banjir', 'di', 'underpass', 'kemayorannnsaat', 'banjir', 'gabeneru']","['yusufdumdum', 'terima', 'kasih', 'basuki', 'kemenpu', 'kerja', 'keras', 'menguras', 'banjir', 'underpass', 'kemayorannnsaat', 'banjir', 'gabeneru']","['yusufdumdum', 'terima', 'kasih', 'basuki', 'kemenpu', 'kerja', 'keras', 'uras', 'banjir', 'underpass', 'kemayorannnsaat', 'banjir', 'gabeneru']"
238,rt yusufdumdum kemaren waktu surabaya banjir cuma jam kadrun nyinyir tapi di jakarta banjir sampai berharihari kadrun malah bilangu,0,"['rt', 'yusufdumdum', 'kemaren', 'waktu', 'surabaya', 'banjir', 'cuma', 'jam', 'kadrun', 'nyinyir', 'tapi', 'di', 'jakarta', 'banjir', 'sampai', 'berharihari', 'kadrun', 'malah', 'bilangu']","['yusufdumdum', 'kemaren', 'surabaya', 'banjir', 'jam', 'kadrun', 'nyinyir', 'jakarta', 'banjir', 'berharihari', 'kadrun', 'bilangu']","['yusufdumdum', 'kemaren', 'surabaya', 'banjir', 'jam', 'kadrun', 'nyinyir', 'jakarta', 'banjir', 'berharihari', 'kadrun', 'bilangu']"
239,rt yusufdumdum niesbebalsokhebat udah mirip kayak polisi india aja uddudennniesbebalsokhebat datang saat banjir sudah surut dan pencitrau,1,"['rt', 'yusufdumdum', 'niesbebalsokhebat', 'udah', 'mirip', 'kayak', 'polisi', 'india', 'aja', 'uddudennniesbebalsokhebat', 'datang', 'saat', 'banjir', 'sudah', 'surut', 'dan', 'pencitrau']","['yusufdumdum', 'niesbebalsokhebat', 'udah', 'kayak', 'polisi', 'india', 'uddudennniesbebalsokhebat', 'banjir', 'surut', 'pencitrau']","['yusufdumdum', 'niesbebalsokhebat', 'udah', 'kayak', 'polisi', 'india', 'uddudennniesbebalsokhebat', 'banjir', 'surut', 'pencitrau']"
240,pelaksaan selama ini gk pernah masalahgiliran wan banjiro njabat kok jadi ribet sekdanyannnon jobkan sajatumannrevitalisasi kok mau izinemang punya e mbah euddudennniesbebalsokhebatnnhttpstcoqecsivzp,1,"['pelaksaan', 'selama', 'ini', 'gk', 'pernah', 'masalahgiliran', 'wan', 'banjiro', 'njabat', 'kok', 'jadi', 'ribet', 'sekdanyannnon', 'jobkan', 'sajatumannrevitalisasi', 'kok', 'mau', 'izinemang', 'punya', 'e', 'mbah', 'euddudennniesbebalsokhebatnnhttpstcoqecsivzp']","['pelaksaan', 'gk', 'masalahgiliran', 'wan', 'banjiro', 'njabat', 'ribet', 'sekdanyannnon', 'jobkan', 'sajatumannrevitalisasi', 'izinemang', 'e', 'mbah', 'euddudennniesbebalsokhebatnnhttpstcoqecsivzp']","['laksa', 'gk', 'masalahgiliran', 'wan', 'banjiro', 'njabat', 'ribet', 'sekdanyannnon', 'jobkan', 'sajatumannrevitalisasi', 'izinemang', 'e', 'mbah', 'euddudennniesbebalsokhebatnnhttpstcoqecsivzp']"
241,nah kan ketahuannera niesbebalsokhebat pjabat pd kbingungannnmakanya dprd nya action donk httpstcokjcswaot,1,"['nah', 'kan', 'ketahuannera', 'niesbebalsokhebat', 'pjabat', 'pd', 'kbingungannnmakanya', 'dprd', 'nya', 'action', 'donk', 'httpstcokjcswaot']","['ketahuannera', 'niesbebalsokhebat', 'pjabat', 'pd', 'kbingungannnmakanya', 'dprd', 'action', 'donk', 'httpstcokjcswaot']","['ketahuannera', 'niesbebalsokhebat', 'pjabat', 'pd', 'kbingungannnmakanya', 'dprd', 'action', 'donk', 'httpstcokjcswaot']"
242,rt stovingred di belahan dunia mana ada proyek jalan dulu baru urus ijinndan itu juga ketahuan ga ngantongin ijin tapi proyek ud jalan u,0,"['rt', 'stovingred', 'di', 'belahan', 'dunia', 'mana', 'ada', 'proyek', 'jalan', 'dulu', 'baru', 'urus', 'ijinndan', 'itu', 'juga', 'ketahuan', 'ga', 'ngantongin', 'ijin', 'tapi', 'proyek', 'ud', 'jalan', 'u']","['stovingred', 'belahan', 'dunia', 'proyek', 'jalan', 'urus', 'ijinndan', 'ketahuan', 'ngantongin', 'ijin', 'proyek', 'ud', 'jalan', 'u']","['stovingred', 'bahan', 'dunia', 'proyek', 'jalan', 'urus', 'ijinndan', 'tahu', 'ngantongin', 'ijin', 'proyek', 'ud', 'jalan', 'u']"
243,ekokuntadhi ryanxyz herannya kok smpai sekarang gak ada tindakan yansekuat dan sehebat apa sih si wan aibonnniesbebalsokhebat nnieslayakdimakzulkan,1,"['ekokuntadhi', 'ryanxyz', 'herannya', 'kok', 'smpai', 'sekarang', 'gak', 'ada', 'tindakan', 'yansekuat', 'dan', 'sehebat', 'apa', 'sih', 'si', 'wan', 'aibonnniesbebalsokhebat', 'nnieslayakdimakzulkan']","['ekokuntadhi', 'ryanxyz', 'herannya', 'smpai', 'tindakan', 'yansekuat', 'sehebat', 'wan', 'aibonnniesbebalsokhebat', 'nnieslayakdimakzulkan']","['ekokuntadhi', 'ryanxyz', 'heran', 'smpai', 'tindak', 'yansekuat', 'hebat', 'wan', 'aibonnniesbebalsokhebat', 'nnieslayakdimakzulkan']"
244,bahlul mencoba mengelabui rakyat beton di tutupi tanah bagai mana air bs terserap nieshancurkanmonas niesbebalsokhebatnhttpstcoewimgt,1,"['bahlul', 'mencoba', 'mengelabui', 'rakyat', 'beton', 'di', 'tutupi', 'tanah', 'bagai', 'mana', 'air', 'bs', 'terserap', 'nieshancurkanmonas', 'niesbebalsokhebatnhttpstcoewimgt']","['bahlul', 'mencoba', 'mengelabui', 'rakyat', 'beton', 'tutupi', 'tanah', 'air', 'bs', 'terserap', 'nieshancurkanmonas', 'niesbebalsokhebatnhttpstcoewimgt']","['bahlul', 'coba', 'kelabu', 'rakyat', 'beton', 'tutup', 'tanah', 'air', 'bs', 'serap', 'nieshancurkanmonas', 'niesbebalsokhebatnhttpstcoewimgt']"
245,nakula ada dosademokrat ada dosapdip juga ada dosa niesbebalsokhebat jadinpolisikanniesnpolisikannies,0,"['nakula', 'ada', 'dosademokrat', 'ada', 'dosapdip', 'juga', 'ada', 'dosa', 'niesbebalsokhebat', 'jadinpolisikanniesnpolisikannies']","['nakula', 'dosademokrat', 'dosapdip', 'dosa', 'niesbebalsokhebat', 'jadinpolisikanniesnpolisikannies']","['nakula', 'dosademokrat', 'dosapdip', 'dosa', 'niesbebalsokhebat', 'jadinpolisikanniesnpolisikannies']"
246,rt aminsiregar gak usah tanyain yg seperti semarang lakukan ke aniesbaswedan percuma otaknya gak nyampeuddudeuddudeuddudenniesbebalsokhebatu,1,"['rt', 'aminsiregar', 'gak', 'usah', 'tanyain', 'yg', 'seperti', 'semarang', 'lakukan', 'ke', 'aniesbaswedan', 'percuma', 'otaknya', 'gak', 'nyampeuddudeuddudeuddudenniesbebalsokhebatu']","['aminsiregar', 'tanyain', 'semarang', 'lakukan', 'aniesbaswedan', 'otaknya', 'nyampeuddudeuddudeuddudenniesbebalsokhebatu']","['aminsiregar', 'tanyain', 'semarang', 'laku', 'aniesbaswedan', 'otak', 'nyampeuddudeuddudeuddudenniesbebalsokhebatu']"
247,rt imammustof nakula ada dosademokrat ada dosapdip juga ada dosa niesbebalsokhebat jadinpolisikanniesnpolisikannies,1,"['rt', 'imammustof', 'nakula', 'ada', 'dosademokrat', 'ada', 'dosapdip', 'juga', 'ada', 'dosa', 'niesbebalsokhebat', 'jadinpolisikanniesnpolisikannies']","['imammustof', 'nakula', 'dosademokrat', 'dosapdip', 'dosa', 'niesbebalsokhebat', 'jadinpolisikanniesnpolisikannies']","['imammustof', 'nakula', 'dosademokrat', 'dosapdip', 'dosa', 'niesbebalsokhebat', 'jadinpolisikanniesnpolisikannies']"
248,rt nagaomt lurah pekok apkh identik dgn gaberner pekok uufefuddudeanniesbebalsokhebat nwagimandeep thearieair badjanuswantara henrijova u,1,"['rt', 'nagaomt', 'lurah', 'pekok', 'apkh', 'identik', 'dgn', 'gaberner', 'pekok', 'uufefuddudeanniesbebalsokhebat', 'nwagimandeep', 'thearieair', 'badjanuswantara', 'henrijova', 'u']","['nagaomt', 'lurah', 'pekok', 'apkh', 'identik', 'gaberner', 'pekok', 'uufefuddudeanniesbebalsokhebat', 'nwagimandeep', 'thearieair', 'badjanuswantara', 'henrijova', 'u']","['nagaomt', 'lurah', 'kok', 'apkh', 'identik', 'gaberner', 'kok', 'uufefuddudeanniesbebalsokhebat', 'nwagimandeep', 'thearieair', 'badjanuswantara', 'henrijova', 'u']"
249,rizmawidiono menanam kembali tp kenyataan di lapangan ditebang maaf anak sd pun geleng kepala klo pohon hasil tebangan ternyata bisa ya ditanam kembali akalbulusrevitalisasimonas niesbebalsokhebat,1,"['rizmawidiono', 'menanam', 'kembali', 'tp', 'kenyataan', 'di', 'lapangan', 'ditebang', 'maaf', 'anak', 'sd', 'pun', 'geleng', 'kepala', 'klo', 'pohon', 'hasil', 'tebangan', 'ternyata', 'bisa', 'ya', 'ditanam', 'kembali', 'akalbulusrevitalisasimonas', 'niesbebalsokhebat']","['rizmawidiono', 'menanam', 'tp', 'kenyataan', 'lapangan', 'ditebang', 'maaf', 'anak', 'sd', 'geleng', 'kepala', 'pohon', 'hasil', 'tebangan', 'ditanam', 'akalbulusrevitalisasimonas', 'niesbebalsokhebat']","['rizmawidiono', 'tanam', 'tp', 'nyata', 'lapang', 'tebang', 'maaf', 'anak', 'sd', 'geleng', 'kepala', 'pohon', 'hasil', 'tebang', 'tanam', 'akalbulusrevitalisasimonas', 'niesbebalsokhebat']"
250,semoga segera di prosesnniesbebalsokhebat httpstcowqvsvawn,0,"['semoga', 'segera', 'di', 'prosesnniesbebalsokhebat', 'httpstcowqvsvawn']","['semoga', 'prosesnniesbebalsokhebat', 'httpstcowqvsvawn']","['moga', 'prosesnniesbebalsokhebat', 'httpstcowqvsvawn']"
251,wis sak karepmu mas daninsak muni munimu meski sebenarnya aku lebih suka mendengar musikmu nniesbebalsokhebatnnprabowo masuk rezim jokowi ahmad dhani tanda pilpres kemarin tak curang httpstcobibqdoetw,0,"['wis', 'sak', 'karepmu', 'mas', 'daninsak', 'muni', 'munimu', 'meski', 'sebenarnya', 'aku', 'lebih', 'suka', 'mendengar', 'musikmu', 'nniesbebalsokhebatnnprabowo', 'masuk', 'rezim', 'jokowi', 'ahmad', 'dhani', 'tanda', 'pilpres', 'kemarin', 'tak', 'curang', 'httpstcobibqdoetw']","['wis', 'sak', 'karepmu', 'mas', 'daninsak', 'muni', 'munimu', 'suka', 'mendengar', 'musikmu', 'nniesbebalsokhebatnnprabowo', 'masuk', 'rezim', 'jokowi', 'ahmad', 'dhani', 'tanda', 'pilpres', 'kemarin', 'curang', 'httpstcobibqdoetw']","['wis', 'sak', 'karepmu', 'mas', 'daninsak', 'muni', 'munimu', 'suka', 'dengar', 'musik', 'nniesbebalsokhebatnnprabowo', 'masuk', 'rezim', 'jokowi', 'ahmad', 'dhani', 'tanda', 'pilpres', 'kemarin', 'curang', 'httpstcobibqdoetw']"
252,cara ilegal anies baswedan kuasai monas melalui revitalisasinniesbebalsokhebatnhttpstcolddzlzvoe,1,"['cara', 'ilegal', 'anies', 'baswedan', 'kuasai', 'monas', 'melalui', 'revitalisasinniesbebalsokhebatnhttpstcolddzlzvoe']","['ilegal', 'anies', 'baswedan', 'kuasai', 'monas', 'revitalisasinniesbebalsokhebatnhttpstcolddzlzvoe']","['ilegal', 'anies', 'baswedan', 'kuasa', 'monas', 'revitalisasinniesbebalsokhebatnhttpstcolddzlzvoe']"
253,jakarta yg banjir semrawut amburadul belum pantas menyelenggarakan formula enniesbebalsokhebat httpstcopfobjpxvqt,1,"['jakarta', 'yg', 'banjir', 'semrawut', 'amburadul', 'belum', 'pantas', 'menyelenggarakan', 'formula', 'enniesbebalsokhebat', 'httpstcopfobjpxvqt']","['jakarta', 'banjir', 'semrawut', 'amburadul', 'menyelenggarakan', 'formula', 'enniesbebalsokhebat', 'httpstcopfobjpxvqt']","['jakarta', 'banjir', 'semrawut', 'amburadul', 'selenggara', 'formula', 'enniesbebalsokhebat', 'httpstcopfobjpxvqt']"
254,rt kakekhalal disuruh kerja susah banget malah cerewet bilang kewenangan pusatngiliran gundulin monas gak ingat pusat apa kata yg panu,1,"['rt', 'kakekhalal', 'disuruh', 'kerja', 'susah', 'banget', 'malah', 'cerewet', 'bilang', 'kewenangan', 'pusatngiliran', 'gundulin', 'monas', 'gak', 'ingat', 'pusat', 'apa', 'kata', 'yg', 'panu']","['kakekhalal', 'disuruh', 'kerja', 'susah', 'banget', 'cerewet', 'kewenangan', 'pusatngiliran', 'gundulin', 'monas', 'pusat', 'panu']","['kakekhalal', 'suruh', 'kerja', 'susah', 'banget', 'cerewet', 'wenang', 'pusatngiliran', 'gundulin', 'monas', 'pusat', 'panu']"
255,rt seruanhl kalo ane bilang sih aniesbaswedan wantoa bin aibon ini bukan pahamnya lagi yang salah melainkan otaknya yang kagak berfungsu,1,"['rt', 'seruanhl', 'kalo', 'ane', 'bilang', 'sih', 'aniesbaswedan', 'wantoa', 'bin', 'aibon', 'ini', 'bukan', 'pahamnya', 'lagi', 'yang', 'salah', 'melainkan', 'otaknya', 'yang', 'kagak', 'berfungsu']","['seruanhl', 'ane', 'aniesbaswedan', 'wantoa', 'bin', 'aibon', 'pahamnya', 'salah', 'otaknya', 'kagak', 'berfungsu']","['seruanhl', 'ane', 'aniesbaswedan', 'wantoa', 'bin', 'aibon', 'paham', 'salah', 'otak', 'kagak', 'berfungsu']"
256,rt mingfan rizmawidiono menanam kembali tp kenyataan di lapangan ditebang maaf anak sd pun geleng kepala klo pohon hasil tebanganu,0,"['rt', 'mingfan', 'rizmawidiono', 'menanam', 'kembali', 'tp', 'kenyataan', 'di', 'lapangan', 'ditebang', 'maaf', 'anak', 'sd', 'pun', 'geleng', 'kepala', 'klo', 'pohon', 'hasil', 'tebanganu']","['mingfan', 'rizmawidiono', 'menanam', 'tp', 'kenyataan', 'lapangan', 'ditebang', 'maaf', 'anak', 'sd', 'geleng', 'kepala', 'pohon', 'hasil', 'tebanganu']","['mingfan', 'rizmawidiono', 'tanam', 'tp', 'nyata', 'lapang', 'tebang', 'maaf', 'anak', 'sd', 'geleng', 'kepala', 'pohon', 'hasil', 'tebanganu']"
257,rt ardianza kesombongan di peliharaniya kalo bener udah salah msh sok hebat nmbok nyadar diri sama kedudukan jgn kayak anak sd reu,1,"['rt', 'ardianza', 'kesombongan', 'di', 'peliharaniya', 'kalo', 'bener', 'udah', 'salah', 'msh', 'sok', 'hebat', 'nmbok', 'nyadar', 'diri', 'sama', 'kedudukan', 'jgn', 'kayak', 'anak', 'sd', 'reu']","['ardianza', 'kesombongan', 'peliharaniya', 'bener', 'udah', 'salah', 'msh', 'sok', 'hebat', 'nmbok', 'nyadar', 'kedudukan', 'kayak', 'anak', 'sd', 'reu']","['ardianza', 'sombong', 'peliharaniya', 'bener', 'udah', 'salah', 'msh', 'sok', 'hebat', 'nmbok', 'nyadar', 'duduk', 'kayak', 'anak', 'sd', 'reu']"
258,apakah ini berarti aniesbaswedannharus dipidana seperti kakek ini nnnieshancurkanmonasnnieshancurkanjakartanniesbebalsokhebatnnieslayakdimakzulkannncc kemendagri nkemenpu nbapak menteri mohmahfudmd npresiden jokowi httpstcozynzrnwsfr,0,"['apakah', 'ini', 'berarti', 'aniesbaswedannharus', 'dipidana', 'seperti', 'kakek', 'ini', 'nnnieshancurkanmonasnnieshancurkanjakartanniesbebalsokhebatnnieslayakdimakzulkannncc', 'kemendagri', 'nkemenpu', 'nbapak', 'menteri', 'mohmahfudmd', 'npresiden', 'jokowi', 'httpstcozynzrnwsfr']","['aniesbaswedannharus', 'dipidana', 'kakek', 'nnnieshancurkanmonasnnieshancurkanjakartanniesbebalsokhebatnnieslayakdimakzulkannncc', 'kemendagri', 'nkemenpu', 'nbapak', 'menteri', 'mohmahfudmd', 'npresiden', 'jokowi', 'httpstcozynzrnwsfr']","['aniesbaswedannharus', 'pidana', 'kakek', 'nnnieshancurkanmonasnnieshancurkanjakartanniesbebalsokhebatnnieslayakdimakzulkannncc', 'kemendagri', 'nkemenpu', 'nbapak', 'menteri', 'mohmahfudmd', 'npresiden', 'jokowi', 'httpstcozynzrnwsfr']"
259,rt soepono apakah ini berarti aniesbaswedannharus dipidana seperti kakek ini nnnieshancurkanmonasnnieshancurkanjakartanniesbebau,0,"['rt', 'soepono', 'apakah', 'ini', 'berarti', 'aniesbaswedannharus', 'dipidana', 'seperti', 'kakek', 'ini', 'nnnieshancurkanmonasnnieshancurkanjakartanniesbebau']","['soepono', 'aniesbaswedannharus', 'dipidana', 'kakek', 'nnnieshancurkanmonasnnieshancurkanjakartanniesbebau']","['soepono', 'aniesbaswedannharus', 'pidana', 'kakek', 'nnnieshancurkanmonasnnieshancurkanjakartanniesbebau']"
260,saya harus banyak belajar dari kontraktor monas mereka cukup virtual office semua beresnsementara saya masih jadul butuh ruang design administrasi workshop gambar workshop material gudang dll yg butuh ruko lantai nniesbebalsokhebatnnieshancurkanmonas httpstcokuwayphr,0,"['saya', 'harus', 'banyak', 'belajar', 'dari', 'kontraktor', 'monas', 'mereka', 'cukup', 'virtual', 'office', 'semua', 'beresnsementara', 'saya', 'masih', 'jadul', 'butuh', 'ruang', 'design', 'administrasi', 'workshop', 'gambar', 'workshop', 'material', 'gudang', 'dll', 'yg', 'butuh', 'ruko', 'lantai', 'nniesbebalsokhebatnnieshancurkanmonas', 'httpstcokuwayphr']","['belajar', 'kontraktor', 'monas', 'virtual', 'office', 'beresnsementara', 'jadul', 'butuh', 'ruang', 'design', 'administrasi', 'workshop', 'gambar', 'workshop', 'material', 'gudang', 'dll', 'butuh', 'ruko', 'lantai', 'nniesbebalsokhebatnnieshancurkanmonas', 'httpstcokuwayphr']","['ajar', 'kontraktor', 'monas', 'virtual', 'office', 'beresnsementara', 'jadul', 'butuh', 'ruang', 'design', 'administrasi', 'workshop', 'gambar', 'workshop', 'material', 'gudang', 'dll', 'butuh', 'ruko', 'lantai', 'nniesbebalsokhebatnnieshancurkanmonas', 'httpstcokuwayphr']"
261,rt djo wis sak karepmu mas daninsak muni munimu meski sebenarnya aku lebih suka mendengar musikmu nniesbebalsokhebatnnprabou,0,"['rt', 'djo', 'wis', 'sak', 'karepmu', 'mas', 'daninsak', 'muni', 'munimu', 'meski', 'sebenarnya', 'aku', 'lebih', 'suka', 'mendengar', 'musikmu', 'nniesbebalsokhebatnnprabou']","['djo', 'wis', 'sak', 'karepmu', 'mas', 'daninsak', 'muni', 'munimu', 'suka', 'mendengar', 'musikmu', 'nniesbebalsokhebatnnprabou']","['djo', 'wis', 'sak', 'karepmu', 'mas', 'daninsak', 'muni', 'munimu', 'suka', 'dengar', 'musik', 'nniesbebalsokhebatnnprabou']"
262,rt wagimandeep apakah kepala daerah boleh melawan kepala negaraseharusnya tdak,0,"['rt', 'wagimandeep', 'apakah', 'kepala', 'daerah', 'boleh', 'melawan', 'kepala', 'negaraseharusnya', 'tdak']","['wagimandeep', 'kepala', 'daerah', 'melawan', 'kepala', 'negaraseharusnya', 'tdak']","['wagimandeep', 'kepala', 'daerah', 'lawan', 'kepala', 'negaraseharusnya', 'tdak']"
263,rt djo saya harus banyak belajar dari kontraktor monas mereka cukup virtual office semua beresnsementara saya masih jadul butuhu,0,"['rt', 'djo', 'saya', 'harus', 'banyak', 'belajar', 'dari', 'kontraktor', 'monas', 'mereka', 'cukup', 'virtual', 'office', 'semua', 'beresnsementara', 'saya', 'masih', 'jadul', 'butuhu']","['djo', 'belajar', 'kontraktor', 'monas', 'virtual', 'office', 'beresnsementara', 'jadul', 'butuhu']","['djo', 'ajar', 'kontraktor', 'monas', 'virtual', 'office', 'beresnsementara', 'jadul', 'butuhu']"
264,rt indopluralitas gubernur terbodohngubernur bebal amp sok hebatngubernur perangkai katakatangubernur ormas ngubernur gagalngubernur rasau,1,"['rt', 'indopluralitas', 'gubernur', 'terbodohngubernur', 'bebal', 'amp', 'sok', 'hebatngubernur', 'perangkai', 'katakatangubernur', 'ormas', 'ngubernur', 'gagalngubernur', 'rasau']","['indopluralitas', 'gubernur', 'terbodohngubernur', 'bebal', 'sok', 'hebatngubernur', 'perangkai', 'katakatangubernur', 'ormas', 'ngubernur', 'gagalngubernur', 'rasau']","['indopluralitas', 'gubernur', 'terbodohngubernur', 'bebal', 'sok', 'hebatngubernur', 'rangkai', 'katakatangubernur', 'ormas', 'ngubernur', 'gagalngubernur', 'rasau']"
265,rt wahabislokal maling maling malingnndirut baru trans jakarta terpidana penipuannnapaan nih wan abudnemang sdh gak ada orang baiku,1,"['rt', 'wahabislokal', 'maling', 'maling', 'malingnndirut', 'baru', 'trans', 'jakarta', 'terpidana', 'penipuannnapaan', 'nih', 'wan', 'abudnemang', 'sdh', 'gak', 'ada', 'orang', 'baiku']","['wahabislokal', 'maling', 'maling', 'malingnndirut', 'trans', 'jakarta', 'terpidana', 'penipuannnapaan', 'wan', 'abudnemang', 'orang', 'baiku']","['wahabislokal', 'maling', 'maling', 'malingnndirut', 'trans', 'jakarta', 'pidana', 'penipuannnapaan', 'wan', 'abudnemang', 'orang', 'baiku']"
266,chchotimah ohronald para kadrun sedang panik karena yg dijagokan untuk nanti malah buat blunder sendiri ujungujungnya malah menyalahkan orang orang yg berakal sehatnnieshancurkanmonasnniesbebalsokhebat,1,"['chchotimah', 'ohronald', 'para', 'kadrun', 'sedang', 'panik', 'karena', 'yg', 'dijagokan', 'untuk', 'nanti', 'malah', 'buat', 'blunder', 'sendiri', 'ujungujungnya', 'malah', 'menyalahkan', 'orang', 'orang', 'yg', 'berakal', 'sehatnnieshancurkanmonasnniesbebalsokhebat']","['chchotimah', 'ohronald', 'kadrun', 'panik', 'dijagokan', 'blunder', 'ujungujungnya', 'menyalahkan', 'orang', 'orang', 'berakal', 'sehatnnieshancurkanmonasnniesbebalsokhebat']","['chchotimah', 'ohronald', 'kadrun', 'panik', 'jago', 'blunder', 'ujungujungnya', 'salah', 'orang', 'orang', 'akal', 'sehatnnieshancurkanmonasnniesbebalsokhebat']"
267,pujangga tjhinfar maksudnya pohon di revitalisasi seperti apa ya memangnya pohon yang sudah di tebang bisa di tanam lagi coba tanya ke aniesbaswedan suaraanies nnniesbebalsokhebat,0,"['pujangga', 'tjhinfar', 'maksudnya', 'pohon', 'di', 'revitalisasi', 'seperti', 'apa', 'ya', 'memangnya', 'pohon', 'yang', 'sudah', 'di', 'tebang', 'bisa', 'di', 'tanam', 'lagi', 'coba', 'tanya', 'ke', 'aniesbaswedan', 'suaraanies', 'nnniesbebalsokhebat']","['pujangga', 'tjhinfar', 'maksudnya', 'pohon', 'revitalisasi', 'memangnya', 'pohon', 'tebang', 'tanam', 'coba', 'aniesbaswedan', 'suaraanies', 'nnniesbebalsokhebat']","['pujangga', 'tjhinfar', 'maksud', 'pohon', 'revitalisasi', 'memang', 'pohon', 'tebang', 'tanam', 'coba', 'aniesbaswedan', 'suaraanies', 'nnniesbebalsokhebat']"
268,yusufdumdum dkijakarta kalau pentolannya kagak bener kebawahnya pasti ikutan kagak bener itu udah pasti uddudeuddudeuddude nieshancurkanmonas niesbebalsokhebat nusutsekdadkinusutskandalmonasgatenusuttuntasskandalrevitalisasimonas,1,"['yusufdumdum', 'dkijakarta', 'kalau', 'pentolannya', 'kagak', 'bener', 'kebawahnya', 'pasti', 'ikutan', 'kagak', 'bener', 'itu', 'udah', 'pasti', 'uddudeuddudeuddude', 'nieshancurkanmonas', 'niesbebalsokhebat', 'nusutsekdadkinusutskandalmonasgatenusuttuntasskandalrevitalisasimonas']","['yusufdumdum', 'dkijakarta', 'pentolannya', 'kagak', 'bener', 'kebawahnya', 'ikutan', 'kagak', 'bener', 'udah', 'uddudeuddudeuddude', 'nieshancurkanmonas', 'niesbebalsokhebat', 'nusutsekdadkinusutskandalmonasgatenusuttuntasskandalrevitalisasimonas']","['yusufdumdum', 'dkijakarta', 'pentol', 'kagak', 'bener', 'bawah', 'ikut', 'kagak', 'bener', 'udah', 'uddudeuddudeuddude', 'nieshancurkanmonas', 'niesbebalsokhebat', 'nusutsekdadkinusutskandalmonasgatenusuttuntasskandalrevitalisasimonas']"
269,amanah itu berat dan kualitas tidak bisa di katrol dengan taburan kata indah saja kualitas butuh pembuktiannniesbebalsokhebatnnieshancurkanmonasnnpemenang sayembara angkat bicara sebut revitalisasi monas tak harus tebang pohon httpstcoybktviskw,0,"['amanah', 'itu', 'berat', 'dan', 'kualitas', 'tidak', 'bisa', 'di', 'katrol', 'dengan', 'taburan', 'kata', 'indah', 'saja', 'kualitas', 'butuh', 'pembuktiannniesbebalsokhebatnnieshancurkanmonasnnpemenang', 'sayembara', 'angkat', 'bicara', 'sebut', 'revitalisasi', 'monas', 'tak', 'harus', 'tebang', 'pohon', 'httpstcoybktviskw']","['amanah', 'berat', 'kualitas', 'katrol', 'taburan', 'indah', 'kualitas', 'butuh', 'pembuktiannniesbebalsokhebatnnieshancurkanmonasnnpemenang', 'sayembara', 'angkat', 'bicara', 'revitalisasi', 'monas', 'tebang', 'pohon', 'httpstcoybktviskw']","['amanah', 'berat', 'kualitas', 'katrol', 'tabur', 'indah', 'kualitas', 'butuh', 'pembuktiannniesbebalsokhebatnnieshancurkanmonasnnpemenang', 'sayembara', 'angkat', 'bicara', 'revitalisasi', 'monas', 'tebang', 'pohon', 'httpstcoybktviskw']"
270,rt jrkw gabener gak punya malu datang ke lokasi udah surut waktu banjir si doi ngumpet llu bicara seolah jd pahlawan yg bertanggung ju,1,"['rt', 'jrkw', 'gabener', 'gak', 'punya', 'malu', 'datang', 'ke', 'lokasi', 'udah', 'surut', 'waktu', 'banjir', 'si', 'doi', 'ngumpet', 'llu', 'bicara', 'seolah', 'jd', 'pahlawan', 'yg', 'bertanggung', 'ju']","['jrkw', 'gabener', 'malu', 'lokasi', 'udah', 'surut', 'banjir', 'doi', 'ngumpet', 'llu', 'bicara', 'pahlawan', 'bertanggung', 'ju']","['jrkw', 'gabener', 'malu', 'lokasi', 'udah', 'surut', 'banjir', 'doi', 'ngumpet', 'llu', 'bicara', 'pahlawan', 'tanggung', 'ju']"
271,rt roma tujuan dasar omnibus law adalah meningkatkan pertumbuhan ekonomi indonesiannniesbebalsokhebat httpstcoidnrqulh,0,"['rt', 'roma', 'tujuan', 'dasar', 'omnibus', 'law', 'adalah', 'meningkatkan', 'pertumbuhan', 'ekonomi', 'indonesiannniesbebalsokhebat', 'httpstcoidnrqulh']","['roma', 'tujuan', 'dasar', 'omnibus', 'law', 'meningkatkan', 'pertumbuhan', 'ekonomi', 'indonesiannniesbebalsokhebat', 'httpstcoidnrqulh']","['roma', 'tuju', 'dasar', 'omnibus', 'law', 'tingkat', 'tumbuh', 'ekonomi', 'indonesiannniesbebalsokhebat', 'httpstcoidnrqulh']"
272,rt idtodayco warganet berbondonbondong dukung anies tagar karenaanismonaskeren jadi trending di indonesianhttpstcozezlawm,0,"['rt', 'idtodayco', 'warganet', 'berbondonbondong', 'dukung', 'anies', 'tagar', 'karenaanismonaskeren', 'jadi', 'trending', 'di', 'indonesianhttpstcozezlawm']","['idtodayco', 'warganet', 'berbondonbondong', 'dukung', 'anies', 'tagar', 'karenaanismonaskeren', 'trending', 'indonesianhttpstcozezlawm']","['idtodayco', 'warganet', 'berbondonbondong', 'dukung', 'anies', 'tagar', 'karenaanismonaskeren', 'trending', 'indonesianhttpstcozezlawm']"
